SCHOOL,STATE,CITY,NOC,PROGRAM,TYPE,DEPARTMENT,DELIVERY,Credits,PREREQ,LINK,LOC_LAT,LOC_LONG,COUNTRY,TEACHING,INTERNATIONAL,RESEARCH,INCOME,TOTAL_SCORE,NUM_STUDENTS,STUDENT_STAFF_RATIO,INTERNATIONAL_STUDENTS,YEAR
Southern New Hampshire University,NewHampshire,Manchester,3,Master of Science in Data Analytics,M,Graduate,Online,36,Not Available,http://www.snhu.edu/online-degrees/graduate-degrees/data-analytics-ms-online/careers.asp,43.0399,-71.4539,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
Southern New Hampshire University,NewHampshire,Manchester,3,MS in Information Technology - Data Analysis,M,School for Professional Studies,Online,36,Not Available,http://www.snhu.edu/online-degrees/graduate-degrees/data-analytics-ms-online/curriculum.asp,43.0399,-71.4539,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
Southern New Hampshire University,NewHampshire,Manchester,3,MBA in Business Intelligence,M,Not Available,Online,39,Not Available,http://www.snhu.edu/online-degrees/masters/ms-in-data-analytics,43.0399,-71.4539,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
Southwestern Oklahoma State University,Oklahoma,Weatherford,1,M.S. Healthcare Informatics & Information Management,M,Allied Health,Online,36,Not Available,http://www.swosu.edu/academics/him/programs/graduate/curriculum.aspx,35.5346,-98.708,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
St. John's University-New York,New York,Queens,1,Master of Science in Data Mining and Predictive Analytics,M,"Department of Computer Science, Mathematics, and Science",Campus,30,"math, statistics",http://www.stjohns.edu/academics/schools-and-colleges/college-professional-studies/programs-and-majors/data-mining-and-predictive-analytics-master-science,40.722,-73.7953,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",9.13,17%,2013
Stanford University,California,Stanford,6,Biomedical Informatics MS Degree,M,School of Medicine: Department of Biomedial Informatics,Campus,45,"math, statistics, computer science, biology",http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1240186#searchResults,37.4317,-122.182,United States of America,92.5,76.3,96.2,63.3,93.9,"15,596",10.48,22%,2016
Stanford University,California,Stanford,6,Biomedical Informatics MS Degree,M,School of Medicine: Department of Biomedial Informatics,Campus,45,"math, statistics, computer science, biology",http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1240186#searchResults,37.4317,-122.182,United States of America,94.7,68,96.8,61.3,93.8,"15,596",10.48,22%,2014
Stanford University,California,Stanford,6,Biomedical Informatics MS Degree,M,School of Medicine: Department of Biomedial Informatics,Campus,45,"math, statistics, computer science, biology",http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1240186#searchResults,37.4317,-122.182,United States of America,98.3,29.5,98.1,64.3,94.3,"15,596",10.48,22%,2011
Stanford University,California,Stanford,6,Biomedical Informatics MS Degree,M,School of Medicine: Department of Biomedial Informatics,Campus,45,"math, statistics, computer science, biology",http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1240186#searchResults,37.4317,-122.182,United States of America,94.8,57.2,98.9,63.8,93.9,"15,596",10.48,22%,2012
Stanford University,California,Stanford,6,Biomedical Informatics MS Degree,M,School of Medicine: Department of Biomedial Informatics,Campus,45,"math, statistics, computer science, biology",http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1240186#searchResults,37.4317,-122.182,United States of America,95,56.6,98.8,62.4,93.7,"15,596",10.48,22%,2013
Stanford University,California,Stanford,6,Biomedical Informatics MS Degree,M,School of Medicine: Department of Biomedial Informatics,Campus,45,"math, statistics, computer science, biology",http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1240186#searchResults,37.4317,-122.182,United States of America,91.5,69,96.7,63.1,92.9,"15,596",10.48,22%,2015
Stanford University,California,Stanford,6,Data Mining and Applications Graduate Certificate,C,Center for Professional Development,Online,9,math,http://biosciences.stanford.edu/prospective/how-to-apply/,37.4317,-122.182,United States of America,92.5,76.3,96.2,63.3,93.9,"15,596",10.48,22%,2016
Stanford University,California,Stanford,6,Data Mining and Applications Graduate Certificate,C,Center for Professional Development,Online,9,math,http://biosciences.stanford.edu/prospective/how-to-apply/,37.4317,-122.182,United States of America,94.7,68,96.8,61.3,93.8,"15,596",10.48,22%,2014
Stanford University,California,Stanford,6,Data Mining and Applications Graduate Certificate,C,Center for Professional Development,Online,9,math,http://biosciences.stanford.edu/prospective/how-to-apply/,37.4317,-122.182,United States of America,98.3,29.5,98.1,64.3,94.3,"15,596",10.48,22%,2011
Stanford University,California,Stanford,6,Data Mining and Applications Graduate Certificate,C,Center for Professional Development,Online,9,math,http://biosciences.stanford.edu/prospective/how-to-apply/,37.4317,-122.182,United States of America,94.8,57.2,98.9,63.8,93.9,"15,596",10.48,22%,2012
Stanford University,California,Stanford,6,Data Mining and Applications Graduate Certificate,C,Center for Professional Development,Online,9,math,http://biosciences.stanford.edu/prospective/how-to-apply/,37.4317,-122.182,United States of America,95,56.6,98.8,62.4,93.7,"15,596",10.48,22%,2013
Stanford University,California,Stanford,6,Data Mining and Applications Graduate Certificate,C,Center for Professional Development,Online,9,math,http://biosciences.stanford.edu/prospective/how-to-apply/,37.4317,-122.182,United States of America,91.5,69,96.7,63.1,92.9,"15,596",10.48,22%,2015
Stanford University,California,Stanford,6,"Master of Science In Computer Science, Specialization in Information Management and Analytics",M,Department of Computer Science,Campus,45,Not Available,http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1209602,37.4317,-122.182,United States of America,92.5,76.3,96.2,63.3,93.9,"15,596",10.48,22%,2016
Stanford University,California,Stanford,6,"Master of Science In Computer Science, Specialization in Information Management and Analytics",M,Department of Computer Science,Campus,45,Not Available,http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1209602,37.4317,-122.182,United States of America,94.7,68,96.8,61.3,93.8,"15,596",10.48,22%,2014
Stanford University,California,Stanford,6,"Master of Science In Computer Science, Specialization in Information Management and Analytics",M,Department of Computer Science,Campus,45,Not Available,http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1209602,37.4317,-122.182,United States of America,98.3,29.5,98.1,64.3,94.3,"15,596",10.48,22%,2011
Stanford University,California,Stanford,6,"Master of Science In Computer Science, Specialization in Information Management and Analytics",M,Department of Computer Science,Campus,45,Not Available,http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1209602,37.4317,-122.182,United States of America,94.8,57.2,98.9,63.8,93.9,"15,596",10.48,22%,2012
Stanford University,California,Stanford,6,"Master of Science In Computer Science, Specialization in Information Management and Analytics",M,Department of Computer Science,Campus,45,Not Available,http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1209602,37.4317,-122.182,United States of America,95,56.6,98.8,62.4,93.7,"15,596",10.48,22%,2013
Stanford University,California,Stanford,6,"Master of Science In Computer Science, Specialization in Information Management and Analytics",M,Department of Computer Science,Campus,45,Not Available,http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1209602,37.4317,-122.182,United States of America,91.5,69,96.7,63.1,92.9,"15,596",10.48,22%,2015
Stanford University,California,Stanford,6,Mining Massive Data Sets Graduate Certificate,C,Center for Professional Development,Online,13,computer science,http://scpd.stanford.edu/admissions/apply-and-enroll/graduate-certificate-admissions,37.4317,-122.182,United States of America,92.5,76.3,96.2,63.3,93.9,"15,596",10.48,22%,2016
Stanford University,California,Stanford,6,Mining Massive Data Sets Graduate Certificate,C,Center for Professional Development,Online,13,computer science,http://scpd.stanford.edu/admissions/apply-and-enroll/graduate-certificate-admissions,37.4317,-122.182,United States of America,94.7,68,96.8,61.3,93.8,"15,596",10.48,22%,2014
Stanford University,California,Stanford,6,Mining Massive Data Sets Graduate Certificate,C,Center for Professional Development,Online,13,computer science,http://scpd.stanford.edu/admissions/apply-and-enroll/graduate-certificate-admissions,37.4317,-122.182,United States of America,98.3,29.5,98.1,64.3,94.3,"15,596",10.48,22%,2011
Stanford University,California,Stanford,6,Mining Massive Data Sets Graduate Certificate,C,Center for Professional Development,Online,13,computer science,http://scpd.stanford.edu/admissions/apply-and-enroll/graduate-certificate-admissions,37.4317,-122.182,United States of America,94.8,57.2,98.9,63.8,93.9,"15,596",10.48,22%,2012
Stanford University,California,Stanford,6,Mining Massive Data Sets Graduate Certificate,C,Center for Professional Development,Online,13,computer science,http://scpd.stanford.edu/admissions/apply-and-enroll/graduate-certificate-admissions,37.4317,-122.182,United States of America,95,56.6,98.8,62.4,93.7,"15,596",10.48,22%,2013
Stanford University,California,Stanford,6,Mining Massive Data Sets Graduate Certificate,C,Center for Professional Development,Online,13,computer science,http://scpd.stanford.edu/admissions/apply-and-enroll/graduate-certificate-admissions,37.4317,-122.182,United States of America,91.5,69,96.7,63.1,92.9,"15,596",10.48,22%,2015
Stanford University,California,Stanford,6,M.S. in Statistics: Data Science,M,Department of Statistics,Campus,45,"math, statistics",http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1240186#searchResults,37.4317,-122.182,United States of America,92.5,76.3,96.2,63.3,93.9,"15,596",10.48,22%,2016
Stanford University,California,Stanford,6,M.S. in Statistics: Data Science,M,Department of Statistics,Campus,45,"math, statistics",http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1240186#searchResults,37.4317,-122.182,United States of America,94.7,68,96.8,61.3,93.8,"15,596",10.48,22%,2014
Stanford University,California,Stanford,6,M.S. in Statistics: Data Science,M,Department of Statistics,Campus,45,"math, statistics",http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1240186#searchResults,37.4317,-122.182,United States of America,98.3,29.5,98.1,64.3,94.3,"15,596",10.48,22%,2011
Stanford University,California,Stanford,6,M.S. in Statistics: Data Science,M,Department of Statistics,Campus,45,"math, statistics",http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1240186#searchResults,37.4317,-122.182,United States of America,94.8,57.2,98.9,63.8,93.9,"15,596",10.48,22%,2012
Stanford University,California,Stanford,6,M.S. in Statistics: Data Science,M,Department of Statistics,Campus,45,"math, statistics",http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1240186#searchResults,37.4317,-122.182,United States of America,95,56.6,98.8,62.4,93.7,"15,596",10.48,22%,2013
Stanford University,California,Stanford,6,M.S. in Statistics: Data Science,M,Department of Statistics,Campus,45,"math, statistics",http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1240186#searchResults,37.4317,-122.182,United States of America,91.5,69,96.7,63.1,92.9,"15,596",10.48,22%,2015
Stanford University,California,Stanford,6,Master of Science in Computational and Mathematical Engineering - Data Science Track,M,Institute for Computational & Mathematical Engineering,Campus,45,"math, computer science",http://scpd.stanford.edu/admissions/tuition-fees,37.4317,-122.182,United States of America,92.5,76.3,96.2,63.3,93.9,"15,596",10.48,22%,2016
Stanford University,California,Stanford,6,Master of Science in Computational and Mathematical Engineering - Data Science Track,M,Institute for Computational & Mathematical Engineering,Campus,45,"math, computer science",http://scpd.stanford.edu/admissions/tuition-fees,37.4317,-122.182,United States of America,94.7,68,96.8,61.3,93.8,"15,596",10.48,22%,2014
Stanford University,California,Stanford,6,Master of Science in Computational and Mathematical Engineering - Data Science Track,M,Institute for Computational & Mathematical Engineering,Campus,45,"math, computer science",http://scpd.stanford.edu/admissions/tuition-fees,37.4317,-122.182,United States of America,98.3,29.5,98.1,64.3,94.3,"15,596",10.48,22%,2011
Stanford University,California,Stanford,6,Master of Science in Computational and Mathematical Engineering - Data Science Track,M,Institute for Computational & Mathematical Engineering,Campus,45,"math, computer science",http://scpd.stanford.edu/admissions/tuition-fees,37.4317,-122.182,United States of America,94.8,57.2,98.9,63.8,93.9,"15,596",10.48,22%,2012
Stanford University,California,Stanford,6,Master of Science in Computational and Mathematical Engineering - Data Science Track,M,Institute for Computational & Mathematical Engineering,Campus,45,"math, computer science",http://scpd.stanford.edu/admissions/tuition-fees,37.4317,-122.182,United States of America,95,56.6,98.8,62.4,93.7,"15,596",10.48,22%,2013
Stanford University,California,Stanford,6,Master of Science in Computational and Mathematical Engineering - Data Science Track,M,Institute for Computational & Mathematical Engineering,Campus,45,"math, computer science",http://scpd.stanford.edu/admissions/tuition-fees,37.4317,-122.182,United States of America,91.5,69,96.7,63.1,92.9,"15,596",10.48,22%,2015
